source_id	title	year	authors	doi	citation_key	zotero_item_key	attachment_keys	candidate_families	catalogue_class	screening_disposition	reason
zotero:5NSL2DID	Electromagnetic Interference Caused by a power system network on a neighboring pipeline					5NSL2DID	5NSL2DID	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WZT9ZU9V	EPSR-D-21-03408_R1_reviewer					WZT9ZU9V	WZT9ZU9V	internal-impedance;external-impedance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:HD3I65BH	EPSR-D-21-03408_R2_reviewer					HD3I65BH	HD3I65BH	internal-impedance;external-impedance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:2YKLM8X9	EVALUATION OF DEGREES OF FREEDOM FOR THE DESIGN OF METALLIC SCREEN GROUNDING SYSTEMS OF LONG HVDC UNDERGROUND CABLE SYSTEMS		A Wagner; C Freitag			2YKLM8X9	CI63B72B		library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:FHX4KPFR	Fast Passivity Enforcement for <i>S</i> -Parameter Models by Perturbation of Residue Matrix Eigenvalues	2010-02-00 02/2010	B. Gustavsen	10.1109/TADVP.2008.2010508		FHX4KPFR	PBGVYHX3	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:ZHTM2KE9	Flexible network model to study the impact of future changes in transmission systems on harmonic levels and impedance		Ana Maria Blanco; Max Domagk; Jan Meyer; Marco Lindner			ZHTM2KE9	J573BHUH	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:5DTE3G9L	Frequency-Domain Homogenization for Impedance Characterization of Litz-Wire Transformers in 2-D Finite Element Models		Korawich Niyomsatian			5DTE3G9L	T86UD6FW	internal-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:QM53QVVX	Genetic Algorithm and Pattern Search		Qianzhi Zhang			QM53QVVX	PTT98SP4	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:DEA7EJM8	GROUNDING ANALYSIS OF A SUBSTATION CONNECTED TO A NEARBY POWER PLANT		Jinxi Ma; Farid P Dawalibi			DEA7EJM8	E2ZTJTKA	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:SL2V6ZK4	Grounding Considerations for Transmission Line Protection	2019-03-00 3/2019	Molli Dooley; Jared Mraz; Aaron Findley; David Lewis; Joe Mooney	10.1109/CPRE.2019.8765866		SL2V6ZK4	WF67E26V	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:VDK7GNWR	Grounding Meshes Performance Evaluation in Sand Soil due Lightning Surges		Daniel S Gazzana; Arturo S Bretas; Marcos Telló; Guilherme A D Dias; Vanderlei Dienstmann			VDK7GNWR	WEPB2X6H	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:7I4DBFVG	Grounding System Analysis By Means of Simulation & Measurement	2015-00-00 2015	Nathalie Dawalibi			7I4DBFVG	67HPB2GE;9U6BPN2C	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:Q3CEQ538	GROUNDING, ELECTROMAGNETIC FIELDS		Winston Ruan			Q3CEQ538	IDIAMFNT	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:HX5THDNL	IEEE Std 80					HX5THDNL	HX5THDNL	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:8XDFAYZH	IEEE_Guide_for_Measuring_Earth_Resistivi					8XDFAYZH	8XDFAYZH	external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row zotero:986IIGXE; this alternate Zotero item or attachment is not counted again.
zotero:RAKGHE7V	Impact of Underground Cables on Harmonic Hosting Capacity		Tom Van Acker; Hakan Ergun			RAKGHE7V	6KTG8QUH;MCH9KNA7		library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:DKZLDQGL	Improvements in Right-of-Way Program	2013-00-00 2013	Yexu Li			DKZLDQGL	79K6FKWM;S97QM3YU	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an interference, coupling, or induced-voltage calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:H8J9CAJF	Improvements in SES Software	2018-00-00 2018				H8J9CAJF	RKWT6AT2;YDDZ2H34	internal-impedance;external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row zotero:BI6JHUUH; this alternate Zotero item or attachment is not counted again.
zotero:6VV7JRQC	Induced currents in gas pipelines due to nearby power lines		Dejan Markovic			6VV7JRQC	5ZKT6WJK	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:DWHFS7U8	Influence of long EHV AC underground cables on the resonance behavior of the Dutch transmission system	2016-07-00 7/2016	Hossein Khalilnezhad; Marjan Popov; Lou Van Der Sluis; Jorrit A. Bos; Jan P. W. De Jong	10.1109/PESGM.2016.7741332		DWHFS7U8	RKVSFDIW		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:AIA394UL	INTEGRATED SOFTWARE FOR THE DESIGN AND ANALYSIS OF GROUNDING SYSTEMS		J Ma; F P Dawalibi			AIA394UL	9P3PI9HU	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:D4Z5CV7U	IPST_pipeline_TurnItIn					D4Z5CV7U	D4Z5CV7U	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:IUHIGDK9	Large Suburban Substation Grounding System Analysis - Measurements and Computer Modeling					IUHIGDK9	IUHIGDK9	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:HWRMKPHI	LONG LENGTH EHV UNDERGROUND CABLE SYSTEMS IN THE TRANSMISSION NETWORK		M Del Brenna; F Donazzi; A Mansoldo			HWRMKPHI	UHQ25GXY		library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:5UYKC52U	Long term climate-driven underground cable thermal ratings for network planning	2025-04-00 04/2025	Montana-Salas Sergio; Michiorri Andrea	10.1016/j.epsr.2024.111401		5UYKC52U	6SR8TWAT		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:ZIX8BY46	Measurements and computations of the performance of grounding systems buried in multilayer soils	1991-10-00 Oct./1991	F. Dawalibi; N. Barbeito	10.1109/61.97681		ZIX8BY46	7FMGW94Z	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:NC78XA94	Modeling Network of Metallic Plates and Cylindrical Conductors in HIFREQ	2016-00-00 2016	Octavio Ramos			NC78XA94	8R6RXS9Z;97LRXU7A	internal-impedance;external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:H72WDJF7	NT RESEARCH INSTITUTE 10 West 35th Street Chicago, Illinois 60615		J Dabkowski; A Taflove			H72WDJF7	UIRWDGHN	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:UKAI7WGC	Parametric Analysis of Split Factor Using FCDIST	2019-00-00 2019	Nicole Crowe			UKAI7WGC	HYTJQI44;Q7EN873G	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:LGLDPH8W	Power Line Transient Interferences on a Nearby Pipeline Due to a Lightning Discharge		Amauri G Martins-Britto			LGLDPH8W	SMJ3Y3N8;XEYLMI27	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:TEFIZKM2	Power Line Transient Interferences on a Nearby Pipeline Due to a Lightning Discharge		Amauri G Martins-Britto			TEFIZKM2	GE6F2XK5	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:QT9MIEXW	Propagation characteristics along a dielectric coated cylindrical conductor above the ground	1978-00-00 1978	H. Kikuchi	10.1109/PROC.1978.10906		QT9MIEXW	6UTW29T2	external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C033; this alternate Zotero item or attachment is not counted again.
zotero:GMF4HNTT	Quantifying possible transmission network benefits from higher cable conductor temperatures	2013-06-00 06/2013	James Pilgrim; Paul Lewin; Ankit Gorwadia; Francis Waite; David Payne	10.1049/iet-gtd.2012.0004		GMF4HNTT	4I5N43VB	insulation-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:57CJF5Z4	Recent advances in the mitigation of AC voltages occurring in pipelines located close to electric transmission lines	1994-04-00 4/1994	R.D. Southey; F.P. Dawalibi; W. Vukonich	10.1109/61.296294		57CJF5Z4	58KM55JB	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:3Y3MVZIG	Reducing the Effect of Lightning on Step and Touch Voltages in a Grounding Grid Using a Nature-Inspired Genetic Algorithm With ATP-EMTP	2019-00-00 2019	Saeid Gholami Farkoush; Abdul Wadood; Tahir Khurshaid; Chang-Hwan Kim; Muhammad Irfan; Sang-Bong Rhee	10.1109/ACCESS.2019.2923656		3Y3MVZIG	DQMCMVF7	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
